,email,prediction
76,ad7d7cb93c,0.37826515211959205
77,7343478f56,0.7957847065392485
78,4349a03cda,0.9066959955264655
79,ac208e3250,0.20175040213185857
80,22572777d1,0.46935277492049926
81,7f8499e318,0.5364791538731246
82,fc7bd0c7db,0.7412889676033705
83,dc93cb3cd1,0.529356976021557
84,78fda14f41,0.4437072897007698
85,8bf14f74a5,0.2605878113550366
86,c6dc4fcdfb,0.7068991249212988
87,6bfdba46ce,0.3842353540347221
88,fad95fdc15,0.3745403057096814
89,8270bd52d8,0.5338054075313644
90,c0728eaf2e,0.5220519374306332
91,224dcc176f,0.4156502168662084
92,fcdf29e034,0.32550811181076417
93,d655703268,0.3955024071523844
94,7d08ea499c,0.5250764907416041
95,6dc27c5618,0.7120822973180712
96,d59ca8e30b,0.6336462291219098
97,cd89f43955,0.18557989340513834
98,8a4a00cd26,0.6198956851750982
99,3c48910119,0.4408132833773548
100,cf1ffe60fa,0.6784561830570919
101,8e6823ee4d,0.5721099578357542
102,864111b074,0.8158733667934583
103,1b2d6ce20e,0.31169563266356354
104,9659642a02,0.3983298932787348
105,fe0d4fd3c9,0.2881525059291821
106,7c1119601b,0.4352561182645632
107,d16d1424b4,0.0938466875778121
108,2edbe26993,0.6148022393580622
109,16541941cd,0.375256942678221
110,60645c2cc6,0.5080312765733681
111,f31c383065,0.7454159639593442
112,d663bcc29b,0.5707581332581035
113,5d298e4976,0.6935597083945396
114,53074de4dc,0.739609059313061
115,57ac62589d,0.5747313927579668
116,47cd3191f9,0.5541545992751458
117,9effadc9c8,0.5142285101429093
118,645a6d1e52,0.6464817982416614
119,f477049f74,0.7150577574052763
120,bc1647fbbe,0.45340256717283106
121,79c3effa29,0.36348071012525446
122,ff3d9bfd9a,0.7403796212335253
123,d7ebbf54e5,0.579200009063311
124,d9d69746c6,0.4683491709188209
125,162e6b4b4d,0.4027701177126616
126,2aeef75cab,0.8032520355326105
127,2d8f334070,0.45654708953291545
128,8723992065,0.39442737344136264
129,7aa5626fbe,0.7104937270615859
130,a322f3e459,0.07668431035532276
131,fd61c32c54,0.7085441569026018
132,4d3a02004a,0.5325766039891696
133,4059176445,0.2109967897316882
134,b6ac97fa6e,0.6414762506150807
135,9e0b95a5fd,0.25022804589631026
136,9239471c1f,0.310093539898052
137,9302f97a11,0.5949765820778399
138,390444a94a,0.640107972851677
139,07ea1df0d0,0.4727465799391728
140,b2c8e72f0e,0.5364152807066721
141,c809ec1117,0.2153476168013739
142,4a3b969ce9,0.7779978278323547
143,02334b3014,0.6616729305682189
144,88952e424a,0.3645150658872697
145,1928b5f93e,0.6317207248338522
146,50da602eaa,0.3597553645303213
147,1892cc530b,0.6455133918537551
148,61b1134991,0.4846745650679882
149,19fa4817f5,0.5682387007726704
150,4946175ae6,0.6302188672252073
151,69613eefd2,0.1480383617884732
152,f70c241d93,0.41070125134946733
153,7424d91989,0.6152832976163786
154,cc3072b8d8,0.5681275288138503
155,25b6d16f24,0.3968609139065463
156,7220d6e16a,0.4441259034021267
157,9d405bcd92,0.6721560866094729
158,b7c493c166,0.563797915229104
159,cc41ba408c,0.34556284783249913
160,b16db2abb5,0.6591579974469315
161,dc5b28f354,0.2150212599339882
162,ca7cf5d8aa,0.38045151267566796
163,7b9cdf46f4,0.45652748727749737
164,aca1737023,0.5572293017278275
165,22666ccaeb,0.62299669394255
166,bfe79d8b41,0.6113189162669183
167,824d4a27d7,0.4821052388733373
168,f7b6ca430f,0.6773032044574719
169,4a7c1f2833,0.4772229225540507
170,39a428819e,0.5699363631384982
171,498a79271b,0.6963383119788893
172,1b8d1f0c94,0.38787433797302817
173,2ed6a352aa,0.4863590184694299
174,3d57566c52,0.3013844275526581
175,312c9aa51c,0.5256196426444397
176,154b04a48d,0.6082977858744987
177,85690a392e,0.5364574718084923
178,b4c8707d26,0.7343693856597289
179,b2c3f37435,0.36224327781527355
180,314ab92bd4,0.5384210919216769
181,0db43b421f,0.6038625658412299
182,6966ea9c8a,0.7204420038970443
183,641afa0103,0.5906194744886791
184,f483e61fc8,0.5567819813016748
185,98dfff9c3a,0.6944758312591505
186,cef3430ce7,0.7609044990942101
187,f77f6419d3,0.45075112102169174
188,d8c0a05290,0.39553571044555824
189,22d3d84ffe,0.692993033168989
190,7e4d4cb11e,0.7642551321124846
191,3cfad41520,0.2742036396692445
192,53f87cf25f,0.1713658902683941
193,8bca58247c,0.40291831295891156
194,e180a5f4e9,0.44471539133413523
195,95774f38e3,0.46128673251702834
196,39bfbeff2b,0.6710627307080732
197,eb89e63da5,0.3331950606034157
198,9475988ae9,0.9311629081382545
199,61d4ef8c60,0.373285104273284
200,0c27763088,0.5081007062836931
201,48928522ac,0.5915281263312143
202,9802ce87c7,0.5639937035330426
203,4d5a3490da,0.4137696837251925
204,81e944e26b,0.43590389384803957
205,0fcd9b1da5,0.1881944299759241
206,a342358fb1,0.3099085657739906
207,5ebb789c99,0.4861246650534937
208,94f837312f,0.6392074403060167
209,9662f9d3a9,0.40505550337679
210,017154ea99,0.5069175833089117
211,cbede5a444,0.8076032914884075
212,c6743c8b09,0.2280178670438098
213,320e26e909,0.5322147990631425
214,a0162973b6,0.5960803568193787
215,a313e26208,0.4050894344394645
216,6984573fc1,0.5403896140331002
217,529143a636,0.3764153126346175
218,85b63149af,0.5403877100368373
219,c39cc11fa7,0.39752648245625943
220,40903f8b29,0.3158207061922453
221,8293393325,0.5474102977349272
222,5dac5c1675,0.509909745838975
223,1ab1424e50,0.5100392067926309
224,2714ca22de,0.5077227250493281
225,0e0ca018c6,0.6046972072727418
226,8acee71582,0.7363015859141663
227,27bc050f07,0.37802755103009006
228,d9dcae259f,0.375577056170943
229,c7ca5fc650,0.39845366910047075
230,a11b2a1071,0.29060550167281457
231,535025887e,0.39220631336782585
232,6ce4671bf8,0.7969568393988427
233,a90d75c555,0.34126779899609455
234,0b67181250,0.3548570707491083
235,6e4b8f1e8c,0.5607245028554466
236,d8ffa802a6,0.619771398015387
237,560624a79e,0.48371890010035895
238,2d7cf3631b,0.13270121201702936
239,6dd7456587,0.38470562912902373
240,b4cfb2fe92,0.45085689169648707
241,7a1fab86a4,0.6465914212795512
242,baec6ee12e,0.6836758503931609
243,bdcd512f9d,0.7443232861584299
244,80f5a437cb,0.7722897241419682
245,7958715e1f,0.5353820260944564
246,7cb0c7fa9e,0.3949087427882003
247,944b5a98d5,0.6135620291568243
248,17c2c30bd1,0.6465516870052108
249,0f611596e1,0.605124218719106
250,6528ef9be2,0.41040145718220616
251,bb27aa4c3d,0.6464758278085183
252,0859b80eeb,0.644403683700549
253,597a3955ac,0.3372049164586456
254,f9fe401cd9,0.4700502859412085
255,f0d9b6537d,0.2196681794425718
256,c82a837dd8,0.6195553819211248
257,fccdaa14a9,0.3431171415172392
258,b4bbabdf3d,0.5036853459821198
259,49bed39cff,0.5192876101377011
260,2577223d20,0.4056977253021579
261,8df4c61582,0.6164468958550304
262,e3c5b08861,0.5830493552322029
263,b619ef730c,0.27394491056246617
264,5c0a4e805a,0.5642574829397953
265,d551f26ed0,0.6062041343227341
266,a87e5438fb,0.6316400460416185
267,4928c6c17a,0.6637309895563497
268,ee9bb72261,0.6330293410013258
269,11566ea228,0.409614968591006
270,e07d85ad14,0.7211816493871023
271,7b52d7b9e3,0.7834528018401723
272,b5b2294e75,0.5798039018911085
273,764da80b0a,0.4768094828947894
274,6b5f22f344,0.23543852409414903
275,dc6011e204,0.618059531204094
276,d40bbc6946,0.45792855517088293
277,5ef330597a,0.49669490413598877
278,4deca2006c,0.22662060833035125
279,a9bd41d627,0.6005219712522304
280,096f5d594b,0.43800993149954237
281,80df2e762b,0.7068305498796961
282,dff232bd77,0.5910004619581652
283,32fd694c9f,0.322273428302165
284,d04e561a02,0.6188508626491124
285,deb14b559b,0.6062906452418249
286,f4a032830d,0.7047431873589797
287,52643699f6,0.3050790773933056
288,6682c8d763,0.7800303892307615
289,7558216ab8,0.33467270736390425
290,c4228fdb4f,0.39822418465489906
291,3253c8c310,0.817385829208449
292,c970b11977,0.7115775191326785
293,54983dbfcc,0.4000366022646571
294,4db21d5117,0.3873080144237513
295,17434caba3,0.5030005809221085
296,ba6a55e088,0.77014608774726
297,c17a74c77f,0.2204319300627434
298,bb49caf768,0.3707980619720478
299,04cb0a82a1,0.1563026813032608
300,2afed9896d,0.34808139476658095
301,3c3dc7b243,0.6292884879892476
302,e52cca6a85,0.4506546708542325
303,e3f15133fb,0.2369247155145747
304,45d85f459f,0.44805001837931113
305,39990d02aa,0.8219238795905159
306,0ed87fe906,0.5805802650062392
307,c1d5b4e2d2,0.5351080718579226
308,6f34fb2a70,0.5701993341122781
309,0b322c4aed,0.7614140654638253
310,3ddffa1ae0,0.416340722785555
311,63d0924c14,0.4389063974504917
312,bfd2d29385,0.2968908834098364
313,28b0808aed,0.16596748912094283
314,0bee9d6f5a,0.4307849332575656
315,e0bfbe690a,0.5841278816718166
316,4f972bc9e7,0.7175234109362273
317,a298b7aee6,0.6318399446541527
318,4bb833576a,0.5197482338430153
319,822f68669e,0.4717938677627033
320,b79f8d342a,0.5874440935409392
321,9cf3a2a947,0.5677759231404419
322,c367fa646d,0.7894090652213205
323,8e7a3248c8,0.6977239732012307
324,ff667d7284,0.6929043052643064
325,01eddf6651,0.7827517237601826
326,540f84913c,0.428643189325785
327,402fc8d2f9,0.5426595284255664
328,8f133e0e2e,0.652294410141845
329,7955f7b3f2,0.38875394885556347
330,f17b2177ac,0.6118601141066135
331,1da3332bd3,0.6273410929287726
332,2e23cc18fc,0.25037599285367323
333,0a1c264418,0.3550600944489635
334,3c603f9e29,0.669462649692441
335,f21a72e17e,0.481100559675737
336,fffc8f1a4f,0.2713187910895934
337,74572d359c,0.7522183485015301
338,3cab2d3e01,0.3906475934494898
339,0ec9fd7c35,0.35872782079062526
340,eabaa9a7a9,0.29257738181954557
341,c61f60e5ee,0.5587380013626435
342,bed42c41b2,0.5862031853101989
343,0d450d59c2,0.3508139271179086
344,fc3be03822,0.6004953933987972
345,ab1cae1053,0.4263558424948328
346,e5ac19a675,0.34799599960263394
347,0ea6eff8e5,0.5268134047748573
348,5e36d1c297,0.511591648240713
349,2fc26d9af5,0.7649704822870955
350,0aadb3bfcc,0.5049984770905525
351,7a5947ac04,0.5242586321659681
352,6c3bbcde55,0.6672504696622681
353,0f61824105,0.44743616868497776
354,4c1f972032,0.4889450330783558
355,c5cb37097c,0.7420762243254965
356,2afe03f107,0.5441541555878314
357,0047e1c500,0.5191529739200041
358,457d3b41a2,0.8854596613956536
359,14b0ce892f,0.36642759538090175
360,cde0333d1e,0.37488815521563285
361,effbb172da,0.7904437885458696
362,b6b2f021ae,0.6564552445502264
363,f0a6815ba9,0.6491320918780066
364,8aa76ea684,0.6620872701645936
365,07d94b43c1,0.8237897895934537
366,33d392d088,0.7094782088801431
367,790a6e0370,0.41189459229724484
368,7f2cb13bb5,0.597229828154792
369,17e692b3d2,0.38746070612752453
370,f0b861e10f,0.46232561484037765
371,f226fa87c9,0.33295200934411984
372,6bda4e5f15,0.5524746751315917
373,645f755fd4,0.5196301893270135
374,d83d2a7d66,0.7302446252789396
375,f56bdbccf8,0.4374689012667335
376,cf1be7ff71,0.4619866614101128
377,7afa32cd6f,0.4558516547725928
378,517da5b1cd,0.5156193787569485
379,c31e2b8fc6,0.681872144270879
380,c1e744cb13,0.70237527531229
381,5e1f74453a,0.47265439993058983
382,d71ffe4d30,0.1792811444034981
383,4429247aa5,0.6651786328035196
384,0c8855b60b,0.6952230476371719
385,e29cf39727,0.5943714722023455
386,92da1e0a93,0.3481419316492412
387,b46b32e008,0.7190324878430963
388,2b4220f002,0.3368995155766985
389,1b290cebe7,0.3696737185329969
390,feb292532e,0.3076595825894463
391,f4b06fb2cd,0.5022358887755447
392,ce272b0db4,0.6316367175488833
393,c3dde6cc00,0.6765275169067217
394,5d1fda6a63,0.3153797636543341
395,f5e60659f9,0.5595031536103621
396,de8c390c3b,0.5753412496018687
397,a11abd0c79,0.5035675939125202
398,6f2970aa14,0.44956395321329107
399,0fe5484421,0.5813137269344479
400,b4cc2d68f1,0.4936978043363561
401,102e283f1c,0.3397878320556897
402,e15a0a625d,0.14564344950433292
403,308bcf29a3,0.5416307354663092
404,eff9844095,0.4286720822509468
405,05e0a1aadf,0.5606426186660323
406,ada60580e8,0.7059193491289368
407,2c5b26e375,0.7132668055593256
408,c2f1142616,0.6582155333242019
409,4c3c7eee46,0.5789562368266343
410,558d99e1fb,0.5088399566712282
411,adc73c94cc,0.6794747439976007
412,bacf9d29c4,0.4737755998576763
413,7b89eb7606,0.5507187420927198
414,6e985cc279,0.2614863534915112
415,e4481dd5cb,0.5169877950328465
416,b20512be42,0.06869831105346175
417,d355d30504,0.5871325172809435
418,b5f9cdf4c6,0.4013834947394136
419,c279394b18,0.48297324210542425
420,8dbc03bfa5,0.1585404317200678
421,6fecb58a21,0.4054428606981573
422,47531288b9,0.5483461323899552
423,87ab41866b,0.5178471707715194
424,8383d22011,0.5783918805276199
425,5f9b4ede02,0.11760744505005705
426,874765bbe0,0.4548981405690436
427,90494d43f9,0.2795667124858164
428,94cc10bd39,0.36804563348965164
429,6f4a8fdb41,0.7567081536980521
430,0e598af7d7,0.37133429922405664
431,967b70c4c2,0.6644527923228554
432,fedfa9e85e,0.42159963961759
433,4970563556,0.6491908438662329
434,810406a2e5,0.5560410944061246
435,40f457d798,0.40902168562340513
436,cd32fc44c8,0.4862964759487916
437,b9ee0ad14c,0.34366998331773463
438,c54692af4e,0.5305739236807623
439,89c7483aa8,0.42341216771852996
440,27f71747cd,0.6518296569240747
441,6c31b7698f,0.5826339804121833
442,236fe6a516,0.5693150025719315
443,07e1e1aef5,0.5597904216001423
444,43c653e183,0.3253250449601921
445,062f85e21a,0.43888303071427465
446,44da198660,0.7008613545490333
447,3b437ba02a,0.5016239513670682
448,e847282f7e,0.5624109483995167
449,6482a4c864,0.5121638088219178
450,76a376bc10,0.5897247291959782
451,fa80c10819,0.6724463482711293
452,471a32c5e9,0.8268320631505651
453,caa1abbc31,0.6377837941828387
454,1975eba2f7,0.14782118333989233
455,ab58891506,0.6132847701152774
456,224a7674ec,0.7519013149935652
457,60e32f0ba1,0.4021700455686184
458,e967683a59,0.6121082267292439
459,d102db7361,0.6786110753971375
460,abb9acf59f,0.6588206266929914
461,4eb34cb2eb,0.6541530415662833
462,2bd7534e9c,0.4846929059739932
463,381d6e617b,0.44389061769675936
464,0fbecdaab7,0.5526734923189885
465,3840fb2b7b,0.5534471865178985
466,25a8c99b72,0.6109826578733024
467,deb9730935,0.3261888028887024
468,678e1d58d9,0.5301524100065761
469,b112950441,0.5000878260020118
470,bc36d675a7,0.5198740458343387
471,b9e102570e,0.4337686220737754
472,0ac1f3d44b,0.33136680566409454
473,6fc8ff973d,0.6820808191636283
474,27d2fb835d,0.09000504942429902
475,2574e27317,0.5088410182622302
476,11e05c5d67,0.5986059776103384
477,15daa42274,0.7744168727578342
478,a390260c44,0.5429743050186161
479,2b2a1db1ef,0.6089205392183694
480,f87396fa19,0.5526578979952215
481,1ff0f342ea,0.6899724158518677
482,c88d35b317,0.5401933392450297
483,475b144f51,0.584344445113479
484,3f97689fef,0.6309347129317985
485,77d92c824c,0.4820751530677276
486,c638e9eaaa,0.46903098471684523
487,3368338fc8,0.43273917663544526
488,731b297ee1,0.5467828482741633
489,0daa926f21,0.7015456288002718
490,97eb381195,0.4737953691611945
491,286a6ccfa3,0.6521968210910003
492,3115346726,0.4747621129191588
493,047039e91b,0.49276783101553906
494,be147574e6,0.5764038069766988
495,a3c439ca3c,0.2839598556243196
496,09c518902a,0.8724334778367532
497,d66a655151,0.38081623136198445
498,6e7ac764b8,0.5468468008550177
499,62130212c7,0.5914373340094249
500,cb3760074f,0.3435451924051662
501,c46e47b642,0.5501263589572428
502,c265f9c64d,0.5902816029662791
503,0485650fdb,0.550357491887948
504,9aef3c5c92,0.35225565228605815
505,6c96bbea5f,0.5847492429225584
506,c521615bbc,0.6245370427293429
507,4e1d8cab67,0.5142818960347736
508,995084a14e,0.4828782245965325
509,cb88c88a2b,0.3561178860435711
510,d55b359d1c,0.3630251589871702
511,66cfcd215b,0.5309990122287086
512,6bc2d371e5,0.5058246395255714
513,9983a98b40,0.6465433819766286
514,491bae86d4,0.46131754345939446
515,744565156f,0.31166833743912997
516,e704e66217,0.6252602009572567
517,3c85c50dd7,0.536444226729991
518,84406d6e73,0.6555083231625948
519,3cea0bae8e,0.7058562030947026
520,b22a81e4cc,0.37270585762248554
521,c7a5fc575d,0.7906869325842092
522,bb144a9fc2,0.38222442497926834
523,4166d40cb7,0.6236895729065454
524,3ca92fa772,0.5321489460895922
525,0218550029,0.6479510238555857
526,ebd6641a87,0.5395493997029395
527,cf2e9955c1,0.28105937390600894
528,85f556eddd,0.644356052576623
529,894020c044,0.5780594582143861
530,8c4417f0e3,0.7087768134726173
531,05ace5f632,0.6212205397153108
532,a562da1bdb,0.3871772567763447
533,d252b67cf8,0.5655605177284857
534,f5770168eb,0.5286851420537895
535,706460517e,0.7328937322690945
536,db71a4d845,0.6322319484323191
537,c3b4844619,0.7534777087076244
538,dc30d06a99,0.6695288323474098
539,f21f916046,0.35433767556630397
540,e693696707,0.538474686984747
541,a65b5615f4,0.519021780154686
542,c3c2232711,0.5167528843346273
543,a834180554,0.5870643411322756
544,5024f57518,0.6935478659728133
545,27d2d20e96,0.5584782003063913
546,bec69560f3,0.8231259215433805
547,387469a3f1,0.2562209687392249
548,bad034df5a,0.4599018673527614
549,57acde1d5f,0.4720477321332354
550,e9f62c046c,0.31795354925916625
551,482e55b3c8,0.6239882973071621
552,69b92d4af5,0.850542665041532
553,27fb904b5f,0.5697416258230962
554,faefe9f307,0.6063543397492485
555,99ac83c225,0.41353010522569106
556,11edb1ec5d,0.5461957076509173
557,a8fcb6240c,0.6296537855406869
558,9877bd005c,0.8537805168768074
559,1b36fe8d93,0.6025253491214617
560,8f0e82c7be,0.7540002427008783
561,9862a5ee9a,0.43384032197784156
562,15c90b500a,0.6974141824772692
563,f83b8177b2,0.5524883312704427
564,20438d7f64,0.3600057226105725
565,bbbac0da7a,0.5910600382530216
566,2c14ef674a,0.4914855517313638
567,97910387b1,0.7174840623468247
568,58000058cd,0.284016672947593
569,2a30a4ffa9,0.6565681009279662
570,8e508f804d,0.7294622340260921
571,00106be5a4,0.25957213507307675
572,070d004cd4,0.5238743220225793
573,e20cbfa39c,0.7228423169542872
574,2f0d6754ec,0.5834008954952441
575,56f348463b,0.19924521865881825
576,cdda4a1258,0.5139458584830789
577,0a4728a62f,0.36537385544296
578,c0ff4aa71a,0.6913277733300425
579,c0901dc49c,0.4255130445282111
580,6b1c7bc4d9,0.806736167830906
581,e9ce95dc61,0.687156918203519
582,9ef9fdb565,0.6218484432226477
583,f9b3251c31,0.4667898598307064
584,24baf8cc35,0.7007055432956055
585,b1ad05c18e,0.66478209130844
586,e384a41629,0.716208840335462
587,e90de049fa,0.7612132976413432
588,359c0fe8c3,0.6179804657422683
589,237468cee4,0.3429277647211403
590,aee6ad4431,0.5172154447829124
591,e2260e1e98,0.2946241363408332
592,44a371c42a,0.24871445347542956
593,a57c5bc695,0.2726846962066667
594,d0762e404a,0.6544631867302323
595,7b8556934b,0.7584078354897327
596,3f419061a3,0.3447964573191529
597,0a03c761e4,0.4535864749257153
598,035d864d78,0.5115552247660864
599,1498205d49,0.7731622843340438
600,b045750a83,0.2844947193725237
601,9415ea7f36,0.4027469690260065
602,304d5494fc,0.530617451859625
603,d8c6984583,0.5019372455996599
604,31e8a8b23b,0.19766073611919655
605,2d8cb12ee0,0.36275856687138963
606,77c5e2f5ed,0.28641348411200274
607,5a4279b514,0.31792704550754797
608,dfb3179163,0.6137697049329803
609,cce0c2e1b5,0.5727740053382927
610,c9bdf41057,0.28645655550138766
611,3b03e69e22,0.6460741188665269
612,88d38eae0a,0.7505775196861385
613,9025947c55,0.5894543821828988
614,df6dfa2889,0.5726282904015304
615,c09c61b631,0.7397784100758155
616,2399ffcc58,0.6511564439771892
617,30143f27be,0.3984022777311701
618,a1ac17cae3,0.4738164733001867
619,7bf878022c,0.2505503310848778
620,f67c770143,0.1749887301083971
621,e38269f628,0.6536550862562545
622,6037250450,0.7376880034366695
623,b686ef905b,0.6343045492544793
624,7f67172a75,0.45316525110667444
625,d75c844d59,0.510085665478517
626,82c07e0fd7,0.5323235649388373
627,d3b5f4ecf0,0.6754673448218755
628,cf55af9090,0.660935144492022
629,9fe67d0ba3,0.325704099909685
630,3382e6c4e6,0.4904796034442571
631,a526a656b9,0.1824346076955388
632,60e41a992c,0.6519015537526236
633,b9f7a649b0,0.44310938250916293
634,1d73e88f1b,0.40438416553836654
635,952da220b2,0.5669561049904448
636,f6f7e3910c,0.7641560721979535
637,8d66eee40c,0.5483377118197368
638,ea8a8d1311,0.6215501602529995
639,a31299f5de,0.41924303728225926
640,ee941ef24c,0.3999668463002972
641,caec1347f1,0.6334945699534118
642,582441f901,0.23301749920645637
643,238da2111b,0.5138035973255105
644,06c2d6122a,0.945440731859972
645,ba319411b2,0.4571886159666123
646,cec53040ad,0.49966281537075463
647,9963dd4e99,0.6768693672837262
648,55d36fa916,0.6598409813031341
649,8cfafa901c,0.43037290550617957
650,8e90033822,0.5862082816560648
651,347e8bcdce,0.43631221526070374
652,3050b51a05,0.595123994615348
653,b8e51fb53d,0.19085748420764626
654,3c72002258,0.6316877044044529
655,f586df3394,0.2508967721684854
656,0557ada663,0.4600116129082481
657,8a8b4fcd77,0.5645092966741098
658,285e0fa736,0.6024132927754442
659,203d1b7bfc,0.8371193309306043
660,1a60dedb4b,0.7017990657538148
661,addfead780,0.64304043218459
662,4af45cec19,0.5732503155963823
663,40d4bbe3cb,0.4425931110944395
664,e8279c8e5b,0.4478641426225225
665,6efdcce163,0.32508378811596383
666,7c949d4c76,0.3721382559080171
667,d1558b4f4f,0.35900857556290006
668,8c663c61d9,0.631081834472523
669,5854e3b8af,0.37585778079561555
670,d0b349fb4b,0.5176496935570634
671,1a0c55ce75,0.7572400836524998
672,44a39dce74,0.44838998949592995
673,dff25780c2,0.6511716388185672
674,e42b32b7c1,0.5430361897577224
675,01fee56325,0.47549291967528273
676,ed2f0d8109,0.4694276149159446
677,02b3474f6a,0.5747833049647829
678,3a7d0a84ab,0.4133590000427459
679,621cee75a7,0.13636626871351465
680,31cf1336f4,0.483291118131334
681,75d9edffcc,0.6002148013229844
682,9bf1c04175,0.6122218765760483
683,7f2387a4bd,0.5515615541432958
684,2b669d53dd,0.3584189832560418
685,b1f61cff78,0.6521934449248499
686,04fa53f36a,0.4278175772044438
687,6e2c8fb214,0.7843567519455363
688,8509f1352e,0.419382760052651
689,24963f5eed,0.7933833329688706
690,23246b7be8,0.6377499168726963
691,2f1a4c32a7,0.28936637474729093
692,623c174b95,0.5006430189450137
693,352d95e05c,0.4961497517341068
694,75fabe2f07,0.6728441371663323
695,6bec48e12f,0.5918192552669888
696,2c8fb12790,0.5031150548731946
697,f45de25e88,0.7635819498367674
698,a88dd4b190,0.6174522192763346
699,c1ab5ac21a,0.4406140882150123
700,2c38853358,0.37300818669825836
701,7ae5e0f9a2,0.5253081164847393
702,9b6d207b33,0.45303350187122465
703,a40476cf74,0.27439410746332177
704,ed7e0638ae,0.7100553268805083
705,5ecb20694e,0.6695024641293026
706,e3b62f5a75,0.6518506771475333
707,81007a370c,0.7506059184580858
708,751ed74ee3,0.45890689081893415
709,ef0a628b5c,0.5829981185548109
710,d8a2ae24a8,0.6642412992499215
711,452f9e4159,0.5642386578062325
712,d7a91466f4,0.6852119713431774
713,a2dcefe83d,0.3993089476605377
714,a83b7964cd,0.40891998622365994
715,79e70d8aee,0.6562139091511071
716,9d362fbac3,0.5277919295688449
717,5112ae74ef,0.5548780880850381
718,9fe15890a6,0.5815116632588094
719,28f1190cea,0.7563184039351937
720,d060d7ae40,0.7165662127449638
721,a985365a27,0.24473397603620378
722,2cbb557e30,0.18741447847785736
723,1f8d7217c0,0.7648335484600226
724,97250e5b2c,0.6932066867162299
725,da0d65bda0,0.6164652519962794
726,db0a0aca6f,0.604893106734771
727,5ddd6f399f,0.614855599715249
728,3ebc379a9a,0.6413860510888194
729,31fa5cda2b,0.2731081551773319
730,e6e0194d14,0.4903458292490645
731,27f29a0c81,0.4352721761373476
732,438953a389,0.3280299220226296
733,05d009c2cf,0.5108957728676431
734,7d06334cb7,0.2744975930133951
735,664e68d198,0.3348567730985168
736,6dcc7efd87,0.441219037184552
737,f207ce9f4b,0.6511061243997714
738,dd9c96232d,0.5069764012684079
739,c631c481d6,0.805570013774698
740,ec4bdd8f74,0.6183661855028743
741,aca66c58a5,0.8232637744088878
742,23e94ffa65,0.6186859185143038
743,9f222890ac,0.6576642402443585
744,14fd6d7bae,0.45063896430143574
745,8000bcd444,0.7209373885447956
746,680e354948,0.7872284514683079
747,6e862033ce,0.6024724995029479
